yorum,aspect,gercek_sentiment,tahmin_sentiment
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,kargo,pozitif,notr
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,fiyat,notr,notr
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,ses_goruntu,yok,notr
hızlı geldi fiyat performans ürünü 1 haftadır kullanıyorum ağır iş kaldırcak bir pc değil office uygulamaları için ideal youtube dan video izlerkende can sıkıcı,genel,negatif,yok
sürekli kasma yapıyor dönüyor yavaş yavaş çalışıyor bunu nasıl düzeltebilirim,kalite,yok,negatif
sürekli kasma yapıyor dönüyor yavaş yavaş çalışıyor bunu nasıl düzeltebilirim,genel,negatif,yok
Fiyat performans ürünü sadece ders için aldım biraz yavaş kamera açılmıyor diyenler de olmuş...,fiyat,notr,notr
Fiyat performans ürünü sadece ders için aldım biraz yavaş kamera açılmıyor diyenler de olmuş...,ses_goruntu,yok,notr
Fiyat performans ürünü sadece ders için aldım biraz yavaş kamera açılmıyor diyenler de olmuş...,genel,negatif,yok
bilgisayar yavas cok hizli bsy beklemeyin,genel,negatif,negatif
Kameram calısmıyor,kalite,negatif,yok
Kameram calısmıyor,ses_goruntu,yok,negatif
Çok yavaş çalışıyor idare edicm artık,genel,negatif,negatif
Ürün Orta Seviye Bir Bilgisayar İş Görür,genel,notr,notr
yavaş çalışıyor ama fp ürünü,fiyat,notr,yok
yavaş çalışıyor ama fp ürünü,genel,negatif,notr
Hala kurulmadı bekliyorum ekran gidiyo en baştan tekrar %0 oluyor anlamadım .,ses_goruntu,negatif,negatif
Hala kurulmadı bekliyorum ekran gidiyo en baştan tekrar %0 oluyor anlamadım .,genel,negatif,yok
idare eder dileyelim ram4 olunca kasıyor bazen,genel,notr,notr
fena değil kullanışlı fp ürünü,fiyat,notr,yok
fena değil kullanışlı fp ürünü,genel,pozitif,notr
bu ekranda kaldı ne ileri gidiyor ne geri napicam,ses_goruntu,yok,negatif
bu ekranda kaldı ne ileri gidiyor ne geri napicam,genel,negatif,yok
Ürün güzel kargolanmıştı fakat bataryası ölü geldi. Bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık.,kargo,yok,negatif
Ürün güzel kargolanmıştı fakat bataryası ölü geldi. Bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık.,batarya,negatif,negatif
Ürün güzel kargolanmıştı fakat bataryası ölü geldi. Bunları kontrol etmeden gönderiyorsunuz sonra insanlar uğraşıyor sizin emeğinizede alan kişiyede yazık.,ambalaj,pozitif,yok
aldıktan iki ay sonra daha doğru düzgün kullanmama rağmen şarji hiç dolmuyor prizden çıkardığım an kapanıyor hep 0 gösteriyor,batarya,negatif,negatif
malesefki çok ağır,genel,negatif,negatif
pın istiyor nasıl yapicam onu,genel,notr,notr
ürünü aldık sık tasarım güzel ama şarj olmuyor dolduramiyor şarjı bataryadanmi şarj aletinde bilmiyorum zaten hiç kullanılmamış oğlum kullanamadı  şarj erken bi,batarya,negatif,negatif
ürünü aldık sık tasarım güzel ama şarj olmuyor dolduramiyor şarjı bataryadanmi şarj aletinde bilmiyorum zaten hiç kullanılmamış oğlum kullanamadı  şarj erken bi,genel,pozitif,pozitif
şimdiden kasıyor ☹️,genel,negatif,negatif
çok kasıyor hiç birsey yüklü olmamasına rağmen işlerinde trenyol için kullanılmasına rağmen şarjı yarım gün yetmiyor çok kasıyor çok ağır,batarya,negatif,negatif
çok kasıyor hiç birsey yüklü olmamasına rağmen işlerinde trenyol için kullanılmasına rağmen şarjı yarım gün yetmiyor çok kasıyor çok ağır,genel,negatif,yok
günlük kullanım için çok güzel tavsiye edilirr,genel,pozitif,pozitif
en alt seviye şarkı aralıksız 4 saat gidiyor şimdilik sadece internet ve film izliyorum oyun oynamadım oynamaz sanırım,batarya,notr,notr
en alt seviye şarkı aralıksız 4 saat gidiyor şimdilik sadece internet ve film izliyorum oyun oynamadım oynamaz sanırım,genel,notr,yok
kutu içerisinden şarj kablosu ve adaptör çıkmadı. ürün eksık geldı,batarya,negatif,negatif
kutu içerisinden şarj kablosu ve adaptör çıkmadı. ürün eksık geldı,ambalaj,negatif,negatif
kutu içerisinden şarj kablosu ve adaptör çıkmadı. ürün eksık geldı,genel,yok,negatif
Ürün geldi fakat kamerası açılmıyor siyah ekran nasıl düzeltebilirim,kargo,yok,pozitif
Ürün geldi fakat kamerası açılmıyor siyah ekran nasıl düzeltebilirim,kalite,negatif,yok
Ürün geldi fakat kamerası açılmıyor siyah ekran nasıl düzeltebilirim,ses_goruntu,yok,negatif
arada kasması dışında sorun yok,genel,notr,notr
ürün gayet iyi kullanılır,genel,pozitif,pozitif
Ürün günlük kullanım için iyi ama ciddi ısınma problemi var alacak arkadaşlar bunu göze alıp almalı,genel,negatif,pozitif
Ses çok kısık,ses_goruntu,negatif,negatif
Ürün sorunsuz teslim edildi fakat kurulum da sorun yaşıyorum cihaz ilk kurulum da Wi-Fi bulmuyor,kargo,pozitif,pozitif
Ürün sorunsuz teslim edildi fakat kurulum da sorun yaşıyorum cihaz ilk kurulum da Wi-Fi bulmuyor,genel,negatif,negatif
Bu fiyatta bu bilgisayar anca ama yani beğenmedim,fiyat,notr,notr
Bu fiyatta bu bilgisayar anca ama yani beğenmedim,genel,negatif,yok
işte idare eder iş görür sınava hazırlanıyorum işimi goruyorum ha dersen Cook iyi değil eh işte F/P ürün,genel,pozitif,notr
öncelikle satıcıya çok tesekkür ederim bizi iade konusunda mağdur etmediği için.  Bilgisayar çok yavaş kurulum yapamadık. tercihimize göre iade ettik başka mode,genel,negatif,negatif
Begenmedım ekran kalıtesını,ses_goruntu,negatif,negatif
elime ulaştı sorunsuz bir şekilde yeni kullanmaya başladım  biraz kasıyor gibi,kargo,pozitif,pozitif
elime ulaştı sorunsuz bir şekilde yeni kullanmaya başladım  biraz kasıyor gibi,genel,negatif,yok
Daha geleli 1 hafta olmadı ses sistemi gitti bı türlüde çözülmedi ne biçim iş bu,ses_goruntu,negatif,negatif
Daha geleli 1 hafta olmadı ses sistemi gitti bı türlüde çözülmedi ne biçim iş bu,genel,negatif,yok
ürün çok yavaştı kaplumbağa gibi malesef iade,genel,negatif,negatif
Yorumumu tekrar güncelemek zorunda kaldım çünkü laptopun ses seviyesi hiç iyi değil video izliyorsun ses kısık şarkı dinliyorsun ses kısık,fiyat,yok,negatif
Yorumumu tekrar güncelemek zorunda kaldım çünkü laptopun ses seviyesi hiç iyi değil video izliyorsun ses kısık şarkı dinliyorsun ses kısık,ses_goruntu,negatif,negatif
güzel  kyllanışlı,genel,pozitif,pozitif
Altı ay oldu alalı üç ay sonra kendiliğinden kapandı garantiye yolladım bir hafta içinde geldi. şimdi tekrar kendiliğinden kapandı yolladım bir kaç arıza saydıl,kargo,yok,negatif
Altı ay oldu alalı üç ay sonra kendiliğinden kapandı garantiye yolladım bir hafta içinde geldi. şimdi tekrar kendiliğinden kapandı yolladım bir kaç arıza saydıl,genel,negatif,yok
müthiş bu fiyata bu performans harika kendime aldım birde komşuma önerdim ona da aldık,fiyat,pozitif,pozitif
müthiş bu fiyata bu performans harika kendime aldım birde komşuma önerdim ona da aldık,genel,pozitif,yok
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,kargo,pozitif,pozitif
Bugün geldi bi tık yavaş ama gayet güzel saglam bi şekilde ulaştı fare içinde ayrıca teşekkür ederim,genel,pozitif,yok
Kargo gayet hızlıydı paketleme de iyiydi.Cok ağır bilgisayar işleriyle uğraşmayacağım için ideal.Satıcıya teşekkür ederim.:),kargo,pozitif,pozitif
Kargo gayet hızlıydı paketleme de iyiydi.Cok ağır bilgisayar işleriyle uğraşmayacağım için ideal.Satıcıya teşekkür ederim.:),ambalaj,pozitif,pozitif
Kargo gayet hızlıydı paketleme de iyiydi.Cok ağır bilgisayar işleriyle uğraşmayacağım için ideal.Satıcıya teşekkür ederim.:),genel,pozitif,yok
ürün süper  paketleme harika,ambalaj,pozitif,pozitif
ürün süper  paketleme harika,genel,pozitif,yok
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,kargo,pozitif,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,fiyat,pozitif,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,ses_goruntu,yok,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,ambalaj,pozitif,pozitif
hızlı teslimat paketlemesi baya İyi güzel görünüyor  fiyatına göre çok iyi alınır,genel,pozitif,yok
güzel beğendim İnşallah bi sorun olmaz,genel,pozitif,pozitif
güzel ürünl,genel,pozitif,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,fiyat,pozitif,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,batarya,pozitif,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,ses_goruntu,yok,pozitif
Fiyatına göre iyi ince kolay taşınabilir şarj aleti çok hafif kullanışlı ekran açılım özelliği de çok iyi özellikler olarak bu fiyata çok iyi,genel,pozitif,yok
Süper değil ama güzel ben dizi izlemek için aldım işimi görüyor,fiyat,yok,pozitif
Süper değil ama güzel ben dizi izlemek için aldım işimi görüyor,genel,pozitif,yok
hiç güzel değil,genel,negatif,negatif
"yorum yapmadan önce 5 gün kullandım. cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz. bu yüzden bir puan kırdım. genel o",batarya,pozitif,negatif
"yorum yapmadan önce 5 gün kullandım. cihaz çabuk ısınıyor, şarjı iyi gidiyor, daha çoğu şey indirmememe rağmen kasıyor biraz. bu yüzden bir puan kırdım. genel o",genel,negatif,negatif
Öğrenci işi güzel,genel,pozitif,pozitif
aldım ama hâlâ doğru düzgün kullanmadım sanki yavaş çalışıyor açıkçası keşke mağazasından alsaydım diyorum kurulumunu yanlış yapmışta olabilirim,fiyat,yok,notr
aldım ama hâlâ doğru düzgün kullanmadım sanki yavaş çalışıyor açıkçası keşke mağazasından alsaydım diyorum kurulumunu yanlış yapmışta olabilirim,genel,negatif,yok
fiyatına göre gayet iyi,fiyat,pozitif,pozitif
fiyatına göre gayet iyi,genel,pozitif,yok
iyi kullanisli,genel,pozitif,pozitif
Ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum ama .,kargo,pozitif,pozitif
Ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum ama .,ambalaj,pozitif,pozitif
Ürün bir günde elime ulaştı paketleme vs gayet iyiydi iki saat falan uğraştım ısınıyor normla mi bilmiyrpum ama .,genel,negatif,yok
Müzik ve fılıme bıre bır,genel,pozitif,pozitif
güzel memnunuz kardesime aldik,genel,pozitif,pozitif
Bir süredir kullanıyorum çok memnunum,genel,pozitif,pozitif
"..,?!?,…,,???!!",genel,notr,notr
Beğendim bayadır kullanıyorum iş görür. Bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım.,ses_goruntu,negatif,yok
Beğendim bayadır kullanıyorum iş görür. Bir puanıda bir kaç saat açık kalınca arada yeniden başlatmak gerekiyor kasıyor ve görüntü gidiyor ordan kırdım.,genel,negatif,negatif
fiyatına göre çok iyii,fiyat,pozitif,pozitif
fiyatına göre çok iyii,genel,pozitif,yok
Fiyata göre performansi iyi. Cederon yine düşünmeyin yeni nesil işlemci ve ssd hdd var. Bilgisayar ortama hızda. Casper marka iyi. Firma ürününün arkasında duru,fiyat,pozitif,pozitif
Fiyata göre performansi iyi. Cederon yine düşünmeyin yeni nesil işlemci ve ssd hdd var. Bilgisayar ortama hızda. Casper marka iyi. Firma ürününün arkasında duru,genel,pozitif,negatif
iyi kullanışlı bir ürün,genel,pozitif,pozitif
Fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,kargo,yok,notr
Fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,fiyat,notr,notr
Fiyat performans olarak güzel sadece bir tık yavaş gibi geldi bana,genel,negatif,yok
Vasat ürün,genel,negatif,negatif
Merhaba sizden yeni aldığım Casper Nirvana bilgisayarın resmi web sitesinde şarj süresi 8-10 arasında belirtiliyor ancak maximum 4 saat sonunda şarjı bitiyor. N,batarya,negatif,negatif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,kalite,yok,negatif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,fiyat,yok,pozitif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,ses_goruntu,pozitif,negatif
Görüntü kalitesi biraz düşük onun dışında sesi vs güzel günlük kullanıma uygun,genel,pozitif,yok
Ürün güzel ve hızlı geldi teşekkür ediyorum,kargo,pozitif,pozitif
Ürün güzel ve hızlı geldi teşekkür ediyorum,genel,pozitif,yok
acil ihtiyacım olduğu için aldım genel olarak memnunum ince ve kibar bir tasarımı var kullanımı keyifli görsel olarak da hoş,fiyat,yok,pozitif
acil ihtiyacım olduğu için aldım genel olarak memnunum ince ve kibar bir tasarımı var kullanımı keyifli görsel olarak da hoş,genel,pozitif,yok
Öğrenci indirimiyle aldım,fiyat,notr,notr
Uzun zamandır kullanıyorum memnunum,genel,pozitif,pozitif
idare eder,genel,notr,notr
ürünün görünüş fena değil ama hiçbişey yüklü değil. Herşeyi kendin indiriyosun,genel,notr,notr
ürünüm elime ulaştı fakat şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz. şarj olmuyor.,kargo,pozitif,pozitif
ürünüm elime ulaştı fakat şarj cihazı ile ilgili bir sorun var bu konu hakkında yardımcı olabilir misiniz. şarj olmuyor.,batarya,negatif,negatif
Günlük kullanım için ideal,genel,pozitif,notr
günlük kullanım için gayet ideal bir ürün fiyat performans ürünü diyebilirim. çok yüksek bir performans beklemeyin derim.,fiyat,notr,notr
günlük kullanım için gayet ideal bir ürün fiyat performans ürünü diyebilirim. çok yüksek bir performans beklemeyin derim.,genel,pozitif,yok
diski biraz düşük,genel,negatif,negatif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,kalite,pozitif,yok
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,fiyat,yok,pozitif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,ambalaj,pozitif,pozitif
Yeni aldım çok güzel paketlenmiş herhangi bir yerinde kırık çizik vs yok gayet memnun kaldım,genel,pozitif,yok
ben indirdimdeyken aldım gayet iyi iş görür,fiyat,pozitif,pozitif
ben indirdimdeyken aldım gayet iyi iş görür,genel,pozitif,yok
beğendim beklediğim gibi geldi,kargo,yok,pozitif
beğendim beklediğim gibi geldi,kalite,yok,pozitif
beğendim beklediğim gibi geldi,genel,pozitif,yok
Gayet güzel,genel,pozitif,pozitif
Kargo aşırı hızlıydı ben ilçede oturuyorum siparişimin ertesi günü geldi.  Ben pek anlamam bilgisayar özelliklerinden baktığım zaman öyle hoş yani,kargo,pozitif,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,kargo,yok,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,kalite,yok,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,ambalaj,pozitif,pozitif
beklediğimden iyi geldi çok iyi paketlenmiş,genel,pozitif,yok
Bir puanı ses kalitesinden kırdım sanki sesi çok az geliyor yüksek seste müzik dinlemek isteyenler için ekstra ses sistemi hopörlörü gerekecek tasarımı kullanım,kalite,yok,negatif
Bir puanı ses kalitesinden kırdım sanki sesi çok az geliyor yüksek seste müzik dinlemek isteyenler için ekstra ses sistemi hopörlörü gerekecek tasarımı kullanım,ses_goruntu,negatif,negatif
resimdeki gibi henüz herhangi bir sıkıntı yaşamadım,genel,notr,notr
ürünü beğendim paketlemesi çok iyiydi  ders çalışmak için çok güzel bir bilgisayar,ambalaj,pozitif,pozitif
ürünü beğendim paketlemesi çok iyiydi  ders çalışmak için çok güzel bir bilgisayar,genel,pozitif,yok
Ben okul için slayt yaparım diye aldım şuanlık iş görüyor paketleme sağlamdı,fiyat,yok,notr
Ben okul için slayt yaparım diye aldım şuanlık iş görüyor paketleme sağlamdı,ambalaj,pozitif,notr
Ben okul için slayt yaparım diye aldım şuanlık iş görüyor paketleme sağlamdı,genel,notr,yok
memnun sağlam geldi teşekkürler herkese tavsiye ederim,kargo,pozitif,pozitif
memnun sağlam geldi teşekkürler herkese tavsiye ederim,genel,pozitif,yok
Ürün çok güzel teşekkür ederim hiç tereddütsüz alabilirsiniz,genel,pozitif,pozitif
gayet iyi kargoda gayet güzel gelsi,kargo,pozitif,pozitif
gayet iyi kargoda gayet güzel gelsi,genel,pozitif,yok
Oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,kargo,pozitif,pozitif
Oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,fiyat,yok,pozitif
Oğluma doğum günü hediyesi aldım çok mutlu elinden hiç düşürmüyor satıcı çok güzel kargolamış sorunsuz geldi teşekkür ederim,genel,pozitif,yok
çok güzel kızlarım beyendi,genel,pozitif,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,kargo,pozitif,pozitif
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,fiyat,notr,notr
Ürün hızlı bir şekilde elime ulaştı.cihaz günlük işler için gayet yeterli ve kullanışlı fazla bi şey beklemek doğru olmaz.tasarımı şık ve güzel fiyat performans,genel,pozitif,pozitif
Aylar sonra yorumum. Win 11 de çok kasıyor. Win 8 de kullanıyorum. Daha akışkan oluyor. Celeron olduğu için kasmasını normal karşılıyorum. 1.1ghz hız veriyor. B,genel,negatif,negatif
Harika sorunsuz elime ulaştı teşekkürler,kargo,pozitif,pozitif
Harika sorunsuz elime ulaştı teşekkürler,genel,pozitif,yok
Harika walla,genel,pozitif,pozitif
cok güzel tavsiye ederim,genel,pozitif,pozitif
Gönül rahatlığıyla tercih edebilirsiniz. Üründen de memnunum paketlemesinden de. Teşekkürler 🙏🏻,ambalaj,pozitif,pozitif
Gönül rahatlığıyla tercih edebilirsiniz. Üründen de memnunum paketlemesinden de. Teşekkürler 🙏🏻,genel,pozitif,yok
Alıp alınabilecek en kötü bilgisayar diyebilirim ekran görüntüsü kötü ses iletimi kötü alır almaz daha açar açmaz kasmalar yaptı günlük çalışan birinin işine bi,ses_goruntu,negatif,negatif
Alıp alınabilecek en kötü bilgisayar diyebilirim ekran görüntüsü kötü ses iletimi kötü alır almaz daha açar açmaz kasmalar yaptı günlük çalışan birinin işine bi,genel,negatif,yok
Bugün elime geçti çabuk  düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler.,kargo,pozitif,yok
Bugün elime geçti çabuk  düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler.,kalite,yok,notr
Bugün elime geçti çabuk  düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler.,ambalaj,pozitif,notr
Bugün elime geçti çabuk  düzgün paketli idi şu anda kurulumunu yapıyorum satıcıya teşekkürler.,genel,notr,yok
biraz yavaş onun dışında bir problem yok,genel,pozitif,negatif
Sorunsuz geldi teşekkürler,kargo,pozitif,pozitif
Ürün gayet kullanışlı sadece 1 tık yavaş oda normal sağlam geldi,kargo,pozitif,pozitif
Ürün gayet kullanışlı sadece 1 tık yavaş oda normal sağlam geldi,genel,negatif,yok
Fiyatına göre gayet başarılı bir ürün. ofis işleri için çok ideal.,fiyat,pozitif,pozitif
Fiyatına göre gayet başarılı bir ürün. ofis işleri için çok ideal.,genel,pozitif,yok
hayatımda gördüğüm en kötü bilgisayar şarjı çabuk bitiyor donuyor hiç Bir uygulamaya inmiyor,batarya,negatif,negatif
hayatımda gördüğüm en kötü bilgisayar şarjı çabuk bitiyor donuyor hiç Bir uygulamaya inmiyor,genel,negatif,yok
Çok hızlı kargoydu dün sipariş verdim bugün elimdeydi . Güzel notunuz için teşekkür ederim 🙏 . Kardeşim kullanıyor çok memnun kardeşimden dolayı aldım,kargo,pozitif,pozitif
Çok hızlı kargoydu dün sipariş verdim bugün elimdeydi . Güzel notunuz için teşekkür ederim 🙏 . Kardeşim kullanıyor çok memnun kardeşimden dolayı aldım,fiyat,yok,pozitif
Çok hızlı kargoydu dün sipariş verdim bugün elimdeydi . Güzel notunuz için teşekkür ederim 🙏 . Kardeşim kullanıyor çok memnun kardeşimden dolayı aldım,genel,pozitif,yok
merhaba ben umut bir şey diyicem tek şikayetim biraz geç geldi tabi kars uzak fakat bilgisayarımı çok sevdim casper a trendyola ve babama teşekkür ederim,kargo,negatif,negatif
merhaba ben umut bir şey diyicem tek şikayetim biraz geç geldi tabi kars uzak fakat bilgisayarımı çok sevdim casper a trendyola ve babama teşekkür ederim,genel,pozitif,yok
Ürün görseldeki gibi Fiyatı uygun çocuklar icin aldık kullanışlı uygun fiyata bilgisayar almayı düşününen için ideal tavsiye ederim.,fiyat,pozitif,pozitif
Ürün görseldeki gibi Fiyatı uygun çocuklar icin aldık kullanışlı uygun fiyata bilgisayar almayı düşününen için ideal tavsiye ederim.,genel,pozitif,yok
5 yıldız koydum ki ilklerde oldun ama kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,fiyat,yok,negatif
5 yıldız koydum ki ilklerde oldun ama kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,ses_goruntu,negatif,negatif
5 yıldız koydum ki ilklerde oldun ama kesinlikle alınmaz paranıza yazık sürekli donuyor sürekli sesi gidiyor sürekli ısınıyor sürekli bağlantı hatası yani gerek,genel,negatif,negatif
Güzel beğendim,genel,pozitif,pozitif
merhaba aldığım ürünün garantisine nasıl ulaşabilirim,genel,notr,notr
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,kalite,pozitif,pozitif
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,fiyat,pozitif,pozitif
Ürün mükemmel çok hızlı kaliteli tasarım şık fıyatıda uygun,genel,pozitif,yok
sorunsuz tskler,genel,pozitif,pozitif
mükkemmel bi bilgisayar 3 ay oldu alalı kullananlı daha pratik bişi isterseniz daha küçük boyutlu veya tablet bakabilirsiniz ama bu mükemmel 1 yıl oldu kullanıy,genel,pozitif,negatif
Fiyatına göre en iyisi,fiyat,pozitif,pozitif
Fiyatına göre en iyisi,genel,pozitif,yok
Kargom geldi çok beğendik fiyat performans ürünü,kargo,pozitif,notr
Kargom geldi çok beğendik fiyat performans ürünü,fiyat,notr,notr
Kargom geldi çok beğendik fiyat performans ürünü,genel,pozitif,yok
teşekkürler,genel,notr,notr
bilgisayar güzel paketli geldi kullandığımda guncellerim,kargo,yok,notr
bilgisayar güzel paketli geldi kullandığımda guncellerim,ambalaj,pozitif,notr
bilgisayar güzel paketli geldi kullandığımda guncellerim,genel,notr,yok
Çok iyi çok güzel,genel,pozitif,pozitif
yazı yazıyosunuz 10 saniye sonra gözüküyor ekranda videolar donuyor iade edeceğim 5 yıldız üstte görünsün diye veriyorum,ses_goruntu,yok,negatif
yazı yazıyosunuz 10 saniye sonra gözüküyor ekranda videolar donuyor iade edeceğim 5 yıldız üstte görünsün diye veriyorum,genel,negatif,yok
Beğendim severek kullanıyorum,genel,pozitif,pozitif
fiyat performans ürünü çok güzel iş için aldım,fiyat,notr,notr
fiyat performans ürünü çok güzel iş için aldım,genel,pozitif,yok
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",kalite,pozitif,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",ses_goruntu,pozitif,pozitif
"casper kalitesi, görüntü, ses gayet iyi, beğendim, bundan önceki laptopumda casperdi",genel,pozitif,yok
Sorunsuz geldi güzel ürün,kargo,pozitif,pozitif
Sorunsuz geldi güzel ürün,genel,pozitif,yok
ders ve çalışma için 10 numara,genel,pozitif,pozitif
görüntü güzel ama arada kasıyor çok yüklenmeden arada kullanacağın bir ürün,ses_goruntu,pozitif,yok
görüntü güzel ama arada kasıyor çok yüklenmeden arada kullanacağın bir ürün,genel,negatif,negatif
Tam bir fiyat performans ürünü.Ders çalışmak ve Office programlarını kullanmak için almıştım.İşimi görecek kalitede.,kalite,yok,negatif
Tam bir fiyat performans ürünü.Ders çalışmak ve Office programlarını kullanmak için almıştım.İşimi görecek kalitede.,fiyat,notr,notr
Tam bir fiyat performans ürünü.Ders çalışmak ve Office programlarını kullanmak için almıştım.İşimi görecek kalitede.,genel,pozitif,yok
arada sırada kasıyor,genel,negatif,negatif
ben sunum için kullanıyorum işime yarıyor. büyüklüğü iyi,genel,pozitif,pozitif
teşekkürler.  herşey yolunda 6 aydır kullanıyorum,genel,pozitif,pozitif
"Tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel",kargo,pozitif,pozitif
"Tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel",ambalaj,pozitif,pozitif
"Tek kelime ile harika, kaplaması ambalajı, kargoya veriliş hızı mükemmel",genel,pozitif,yok
oğlum için aldım çok güzel tavsiye ediyorum,fiyat,yok,pozitif
oğlum için aldım çok güzel tavsiye ediyorum,genel,pozitif,yok
çok memnum  iki üç aydır kullanıyorum tavsiye ederim ☺️,genel,pozitif,pozitif
Mükkemel bir şey alın,genel,pozitif,pozitif
Gayet güzel ve ideal bir genişliği var bi sıkıntısı çıkmadı şuana kadar tavsiye ederim🥰,genel,pozitif,pozitif
cihazı alalı 20 gün oldu gerçekten cihaz çok güzel kullanışlı teşekkür ederim,genel,pozitif,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,kargo,pozitif,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,ambalaj,pozitif,pozitif
Dün sabah sipariş verdim bugün geldi .Paketleme çok özenliydi.Kurulumu basitti. Beğendim tavsiye ederim.💯 Güncelleme: Ağustosta almıştım 4 ay geçti bir sorunla,genel,pozitif,pozitif
çok beğendim fp ürünü,fiyat,notr,yok
çok beğendim fp ürünü,genel,pozitif,notr
ürünüm elime ulaştı gayet güzel ve kibar görseldeki gibi,kargo,pozitif,pozitif
