yorum,cumle,aspect,sentiment
08.08.2023 tarihinde aldığım cihaz 02.02.2023 tarihibde garanti süresi başlamıştır. Bu konuyla ilgili ilgilenmenizi rica ederim.,2023 tarihinde aldığım cihaz 02,genel,notr
şimdilik ofis kullanımı için aldık ve sorunsuz gidiyor. daha önce apple PC kullanmamış olmama rağmen kolay entegre oldum. fakat garantisi 6 Ay önce başlamış ve,şimdilik ofis kullanımı için aldık ve sorunsuz gidiyor. daha önce apple pc kullanmamış olmama rağmen kolay entegre oldum. fakat garantisi 6 ay önce başlamış ve,genel,pozitif
"Oyun oynamak ve iş yapmak istiyorsanız ikisini bir arada yapabileceğiniz bir makine kesinlikle değil arkadaşlar, ben şahsen tıkandım sizin farklı arzularınız ol","oyun oynamak ve iş yapmak istiyorsanız ikisini bir arada yapabileceğiniz bir makine kesinlikle değil arkadaşlar, ben şahsen tıkandım sizin farklı arzularınız ol",genel,negatif
paketleme güzel değildi. üzerinde kırılır ibaresi bile yoktu. pat patlı poşet yoktu.,paketleme güzel değildi,ambalaj,negatif
paketleme güzel değildi. üzerinde kırılır ibaresi bile yoktu. pat patlı poşet yoktu.,pat patlı poşet yoktu,ambalaj,negatif
Güzel ürün zaten apple,güzel ürün zaten apple,genel,pozitif
macbook güzel geldi tenk yu,macbook güzel geldi tenk yu,kargo,pozitif
orjinalliğinden şüphe etmiştim ama trendyol orjinal olduğunu söyledi teşekkürler,orjinalliğinden şüphe etmiştim ama trendyol orjinal olduğunu söyledi teşekkürler,genel,notr
Eh işte iyi buna şükür,eh işte iyi buna şükür,genel,pozitif
İşletim sisteminden dolayı birçok uygulama yüklenmiyor. Bunu göz önünde bulundurun…,işletim sisteminden dolayı birçok uygulama yüklenmiyor. bunu göz önünde bulundurun,genel,notr
"ürün geldi. Şarja takınca sadece pil % 1 gösteriyor.  Pil şarj olmuyor, servis öneriliyor ibaresi var.",ürün geldi,kargo,notr
"ürün geldi. Şarja takınca sadece pil % 1 gösteriyor.  Pil şarj olmuyor, servis öneriliyor ibaresi var.",şarja takınca sadece pil 1 gösteriyor,batarya,notr
"ürün geldi. Şarja takınca sadece pil % 1 gösteriyor.  Pil şarj olmuyor, servis öneriliyor ibaresi var.","pil şarj olmuyor, servis öneriliyor ibaresi var",batarya,negatif
ürün sarz olmuyor sadece fiste iken çalışıyor ama sarz olmuyor yeni aldigimiz makinayi servis e götürüp zaman kaybedecegiz acil yetistirmem gereken bir iş var n,ürün sarz olmuyor sadece fiste iken çalışıyor,genel,negatif
uzay grisi sipariş ettim ancak pembe tarzında bir renk geldi ne alakaysa,pembe tarzında bir renk geldi ne alakaysa,kargo,notr
uzay grisi sipariş ettim ancak pembe tarzında bir renk geldi ne alakaysa,pembe tarzında bir renk geldi ne alakaysa,ses_goruntu,notr
ürün elime ulasti fakat şarj olmuyor %1 geçmiyor sorun nedir acaba en kısa sürede cevap bekliyorum bozuksa iade edecegim,ürün elime ulasti,genel,notr
ürün elime ulasti fakat şarj olmuyor %1 geçmiyor sorun nedir acaba en kısa sürede cevap bekliyorum bozuksa iade edecegim,şarj olmuyor 1 geçmiyor sorun nedir acaba en kısa sürede cevap bekliyorum bozuksa iade edecegim,batarya,negatif
ürün hafif çizik geldi indirim ve kuponla çok uygun fiyata aldığım icin iade etmedim,ürün hafif çizik geldi indirim ve kuponla çok uygun fiyata aldığım icin iade etmedim,kargo,notr
ürün hafif çizik geldi indirim ve kuponla çok uygun fiyata aldığım icin iade etmedim,ürün hafif çizik geldi indirim ve kuponla çok uygun fiyata aldığım icin iade etmedim,fiyat,notr
batarya bozuk geldi servise gönderdim,batarya bozuk geldi servise gönderdim,kargo,negatif
batarya bozuk geldi servise gönderdim,batarya bozuk geldi servise gönderdim,batarya,negatif
sıkıntı yok sadece kutuyu açtıktan sonra garanti suresini kontrol edin,sıkıntı yok sadece kutuyu açtıktan sonra garanti suresini kontrol edin,ambalaj,negatif
ürün yamuk geldi,ürün yamuk geldi,kargo,notr
kızım için aldım üç günde elimize ulaştı  emeği geçen herkese teşekkür ediyorum. şimdilik memnunuz kullandıkça da memnun kalırız umarım.,kızım için aldım üç günde elimize ulaştı emeği geçen herkese teşekkür ediyorum,kargo,negatif
kızım için aldım üç günde elimize ulaştı  emeği geçen herkese teşekkür ediyorum. şimdilik memnunuz kullandıkça da memnun kalırız umarım.,kızım için aldım üç günde elimize ulaştı emeği geçen herkese teşekkür ediyorum,fiyat,negatif
"Gayet kullanışlı. Üni öğrencisiyim aynı zamanda online eğitimlerim var, onlar için çok yeterlii küçük ve güzell","gayet kullanışlı. üni öğrencisiyim aynı zamanda online eğitimlerim var, onlar için çok yeterlii küçük ve güzell",genel,pozitif
"Yaklaşık 20 yıldır telefonumdan bilgisayara Apple kullanıyorum. Asla vazgeçmem, mükemmel ürün 👍🏻💯💯",yaklaşık 20 yıldır telefonumdan bilgisayara apple kullanıyorum,genel,notr
"Yaklaşık 20 yıldır telefonumdan bilgisayara Apple kullanıyorum. Asla vazgeçmem, mükemmel ürün 👍🏻💯💯","asla vazgeçmem, mükemmel ürün",genel,negatif
tamda istediğimiz gibi geldi teşekkür ediyorum,tamda istediğimiz gibi geldi teşekkür ediyorum,kargo,notr
ürünü kızıma aldım beğendi,ürünü kızıma aldım beğendi,fiyat,notr
Kardeşime aldım beğendi,kardeşime aldım beğendi,fiyat,notr
çok memnunum iyi ki almışım,çok memnunum iyi ki almışım,genel,pozitif
Yeni elime geldi çok güzel paketleme saglam ve özenli teşekkür ler trendyol,yeni elime geldi çok güzel paketleme saglam ve özenli teşekkür ler trendyol,kargo,pozitif
Yeni elime geldi çok güzel paketleme saglam ve özenli teşekkür ler trendyol,yeni elime geldi çok güzel paketleme saglam ve özenli teşekkür ler trendyol,ambalaj,pozitif
ürün güzel sevdim şarjı uzun süreli,ürün güzel sevdim şarjı uzun süreli,batarya,pozitif
Ürün güzeldi paketleme sağlam ve güvenilir geldi,ürün güzeldi paketleme sağlam ve güvenilir geldi,kargo,pozitif
Ürün güzeldi paketleme sağlam ve güvenilir geldi,ürün güzeldi paketleme sağlam ve güvenilir geldi,ambalaj,pozitif
Gayet güzel oğluma aldım,gayet güzel oğluma aldım,fiyat,pozitif
Ürün elime ulaştı hemen kurulumunu yaptım. Baya beğendim. Batarya konusunda herkes servis istiyor demişti ben öyle bir sorun yaşamadım. Ama garantisi 2 Şubat 20,ürün elime ulaştı hemen kurulumunu yaptım,kargo,notr
Ürün elime ulaştı hemen kurulumunu yaptım. Baya beğendim. Batarya konusunda herkes servis istiyor demişti ben öyle bir sorun yaşamadım. Ama garantisi 2 Şubat 20,batarya konusunda herkes servis istiyor demişti ben öyle bir sorun yaşamadım,batarya,notr
Güzel ama çok küçük oyuncak gibi paketlenmesi falan güzeldi sorunsuz geldi,çok küçük oyuncak gibi paketlenmesi falan güzeldi sorunsuz geldi,kargo,pozitif
Güzel ama çok küçük oyuncak gibi paketlenmesi falan güzeldi sorunsuz geldi,çok küçük oyuncak gibi paketlenmesi falan güzeldi sorunsuz geldi,kalite,pozitif
Güzel ama çok küçük oyuncak gibi paketlenmesi falan güzeldi sorunsuz geldi,çok küçük oyuncak gibi paketlenmesi falan güzeldi sorunsuz geldi,ambalaj,pozitif
Seviyorum merkez. Her zamanki apple rahatlığı ❤️,seviyorum merkez. her zamanki apple rahatlığı,genel,notr
ürün güzel zaten Apple kalitesi güzel,ürün güzel zaten apple kalitesi güzel,kalite,pozitif
Çok iyi bu fiyata,çok iyi bu fiyata,fiyat,pozitif
Hızlı geldi severek kullanıyorum,hızlı geldi severek kullanıyorum,kargo,pozitif
kaliteli ve güzel geldi.,kaliteli ve güzel geldi,kargo,pozitif
kaliteli ve güzel geldi.,kaliteli ve güzel geldi,kalite,pozitif
"16 GB Ram Windows tan 8 GB RAM mac e geçiş yaptım. Oyun için almadım. Cihaz beni çok tatmin etmedi. Bekleme yapıyor, vasat kalıyor. Ama kullanması zevkli bir la",cihaz beni çok tatmin etmedi,genel,notr
"16 GB Ram Windows tan 8 GB RAM mac e geçiş yaptım. Oyun için almadım. Cihaz beni çok tatmin etmedi. Bekleme yapıyor, vasat kalıyor. Ama kullanması zevkli bir la","bekleme yapıyor, vasat kalıyor",kalite,negatif
"Ürün harika, paketlemesi çok iyi , satıcı çok ilgili , sadece kargo çok geç geldi onun için 4 yıldız veriyorum normalde satıcı ve ürün için hak 5 yıldızdır.","ürün harika, paketlemesi çok iyi , satıcı çok ilgili , sadece kargo çok geç geldi onun için 4 yıldız veriyorum normalde satıcı ve ürün için hak 5 yıldızdır",kargo,pozitif
"Ürün harika, paketlemesi çok iyi , satıcı çok ilgili , sadece kargo çok geç geldi onun için 4 yıldız veriyorum normalde satıcı ve ürün için hak 5 yıldızdır.","ürün harika, paketlemesi çok iyi , satıcı çok ilgili , sadece kargo çok geç geldi onun için 4 yıldız veriyorum normalde satıcı ve ürün için hak 5 yıldızdır",ambalaj,pozitif
"hizlı ve özenli geldi , tesekkürler","hizlı ve özenli geldi , tesekkürler",kargo,notr
İstediğim bilgisayardı iyi garantisine bakıp yorumu tekrar güncelleyeceğim,istediğim bilgisayardı iyi garantisine bakıp yorumu tekrar güncelleyeceğim,genel,pozitif
Bana geldiğinde hiç sarjı yoktu ürün önce açılmadı sonradan açıldı kargolama iyiydi,bana geldiğinde hiç sarjı yoktu ürün önce açılmadı sonradan açıldı kargolama iyiydi,kargo,pozitif
Bana geldiğinde hiç sarjı yoktu ürün önce açılmadı sonradan açıldı kargolama iyiydi,bana geldiğinde hiç sarjı yoktu ürün önce açılmadı sonradan açıldı kargolama iyiydi,batarya,pozitif
Bana geldiğinde hiç sarjı yoktu ürün önce açılmadı sonradan açıldı kargolama iyiydi,bana geldiğinde hiç sarjı yoktu ürün önce açılmadı sonradan açıldı kargolama iyiydi,ambalaj,pozitif
Sıkıntısız geldi orjinal ürün,sıkıntısız geldi orjinal ürün,kargo,notr
apple kalitesi,apple kalitesi,kalite,notr
Mümkünse daha fazla RAM i olan bir modelini tercih edin işlemcisi ihtiyacınızın fazlasını karşılayacaktır ancak RAM su gibi bitiyor. Pil ve ekran performansı ta,ram su gibi bitiyor,batarya,notr
Mümkünse daha fazla RAM i olan bir modelini tercih edin işlemcisi ihtiyacınızın fazlasını karşılayacaktır ancak RAM su gibi bitiyor. Pil ve ekran performansı ta,pil ve ekran performansı ta,batarya,notr
Mümkünse daha fazla RAM i olan bir modelini tercih edin işlemcisi ihtiyacınızın fazlasını karşılayacaktır ancak RAM su gibi bitiyor. Pil ve ekran performansı ta,pil ve ekran performansı ta,ses_goruntu,notr
Çok hafif inanılmaz. Teşekkürler Trendyol,çok hafif inanılmaz. teşekkürler trendyol,genel,notr
Şimdilik bir sorun yok çok şükür,şimdilik bir sorun yok çok şükür,genel,negatif
"tek sıkıntı garanti süremi erkenden başlatmışlar, onun dışında sağlam geldi","tek sıkıntı garanti süremi erkenden başlatmışlar, onun dışında sağlam geldi",kargo,pozitif
Mükemmel  çok iyi,mükemmel çok iyi,genel,pozitif
çok hafif ve zarif,çok hafif ve zarif,genel,notr
Güzel iyi paketleme.,güzel iyi paketleme,ambalaj,pozitif
"Üründe batarya sorunu vardı, ilgili satıcı ile iletişime geçtim ve iade aldılar. Teşekkür ederim","üründe batarya sorunu vardı, ilgili satıcı ile iletişime geçtim ve iade aldılar",batarya,negatif
Sağlam paketleme güvenilir,sağlam paketleme güvenilir,ambalaj,pozitif
Bilgisayar güzel kargoyla ilgili sıkıntı yaşamıştık şikayetimize dönüş yaptılar,bilgisayar güzel kargoyla ilgili sıkıntı yaşamıştık şikayetimize dönüş yaptılar,kargo,pozitif
3 günde geldi gayet iyi apple kalitesi 1 puanı faturasını yollamadıkları için kırdım onun dışında 10/10,3 günde geldi gayet iyi apple kalitesi 1 puanı faturasını yollamadıkları için kırdım onun dışında 10 10,kargo,pozitif
3 günde geldi gayet iyi apple kalitesi 1 puanı faturasını yollamadıkları için kırdım onun dışında 10/10,3 günde geldi gayet iyi apple kalitesi 1 puanı faturasını yollamadıkları için kırdım onun dışında 10 10,kalite,pozitif
"Ürün çok iyi.. sorunsuz ve hızlı ulaştı, teşekkürler.. ancak bu meblağaki bir ürün için fiyata kargo ücreti eklemenizi yadırgadım.. ayrıca ürünün vitrindeki fiy",ürün çok iyi,genel,pozitif
"Ürün çok iyi.. sorunsuz ve hızlı ulaştı, teşekkürler.. ancak bu meblağaki bir ürün için fiyata kargo ücreti eklemenizi yadırgadım.. ayrıca ürünün vitrindeki fiy","sorunsuz ve hızlı ulaştı, teşekkürler",kargo,pozitif
"Ürün çok iyi.. sorunsuz ve hızlı ulaştı, teşekkürler.. ancak bu meblağaki bir ürün için fiyata kargo ücreti eklemenizi yadırgadım.. ayrıca ürünün vitrindeki fiy",bu meblağaki bir ürün için fiyata kargo ücreti eklemenizi yadırgadım,kargo,notr
"Ürün çok iyi.. sorunsuz ve hızlı ulaştı, teşekkürler.. ancak bu meblağaki bir ürün için fiyata kargo ücreti eklemenizi yadırgadım.. ayrıca ürünün vitrindeki fiy",bu meblağaki bir ürün için fiyata kargo ücreti eklemenizi yadırgadım,fiyat,notr
"Ürün çok iyi.. sorunsuz ve hızlı ulaştı, teşekkürler.. ancak bu meblağaki bir ürün için fiyata kargo ücreti eklemenizi yadırgadım.. ayrıca ürünün vitrindeki fiy",ayrıca ürünün vitrindeki fiy,genel,notr
Biraz geç ulaştı elimize ama güzel,biraz geç ulaştı elimize,kargo,negatif
bilgisayar güzel ama  teslim edilme süresi biraz uzun ama ürün kaliteli,teslim edilme süresi biraz uzun,kargo,notr
bilgisayar güzel ama  teslim edilme süresi biraz uzun ama ürün kaliteli,ürün kaliteli,kalite,pozitif
"ben 32kye aldım, ben aldıktan sonra fiyatının düşmesi gerçekten cok sacma. aldığım gün ürün kargolandı fakat kargo firmasi 5 gün sonra elime ulaştırdı, bu durum","ben 32kye aldım, ben aldıktan sonra fiyatının düşmesi gerçekten cok sacma",fiyat,notr
"ben 32kye aldım, ben aldıktan sonra fiyatının düşmesi gerçekten cok sacma. aldığım gün ürün kargolandı fakat kargo firmasi 5 gün sonra elime ulaştırdı, bu durum",aldığım gün ürün kargolandı,kargo,notr
"ben 32kye aldım, ben aldıktan sonra fiyatının düşmesi gerçekten cok sacma. aldığım gün ürün kargolandı fakat kargo firmasi 5 gün sonra elime ulaştırdı, bu durum","kargo firmasi 5 gün sonra elime ulaştırdı, bu durum",kargo,notr
şimdilik güzel görünüyor teşekkürler,şimdilik güzel görünüyor teşekkürler,ses_goruntu,pozitif
Hızlı Kargo,hızlı kargo,kargo,pozitif
Ürün sağlam. Geç geldi,ürün sağlam,genel,pozitif
Ürün sağlam. Geç geldi,geç geldi,kargo,negatif
ÜRÜNÜ ALACAKLAR DİKKAT: Ürünü aldığımda  garanti süresi bitimine 24 değil 16 ay kalmıştı trendyola yazdığımda sorun olmayacağını söylediler (sorun olabilir fatu,ürünü alacaklar dikkat: ürünü aldığımda garanti süresi bitimine 24 değil 16 ay kalmıştı trendyola yazdığımda sorun olmayacağını söylediler sorun olabilir fatu,genel,negatif
Bir sıkıntı olmdı,bir sıkıntı olmdı,genel,notr
"Harika ürün, kargo beklediğimden 1-2 gün geç geldi","harika ürün, kargo beklediğimden 1-2 gün geç geldi",kargo,notr
"Harika ürün, kargo beklediğimden 1-2 gün geç geldi","harika ürün, kargo beklediğimden 1-2 gün geç geldi",kalite,notr
Olması gerekenden sadece 1 gün geç geldi. Onun dışında güzel bir ürün paketleme kargo sağlam şekilde elime ulaştı.,olması gerekenden sadece 1 gün geç geldi,kargo,negatif
Olması gerekenden sadece 1 gün geç geldi. Onun dışında güzel bir ürün paketleme kargo sağlam şekilde elime ulaştı.,onun dışında güzel bir ürün paketleme kargo sağlam şekilde elime ulaştı,kargo,pozitif
Olması gerekenden sadece 1 gün geç geldi. Onun dışında güzel bir ürün paketleme kargo sağlam şekilde elime ulaştı.,onun dışında güzel bir ürün paketleme kargo sağlam şekilde elime ulaştı,ambalaj,pozitif
Ürünü aldıktan kısa süre sonra ciddi bir indirime girdi ve taksit sayısı arttırıldı. Keşke o kampanyaya denk gelseydik.,ürünü aldıktan kısa süre sonra ciddi bir indirime girdi ve taksit sayısı arttırıldı,fiyat,notr
Ürünü aldıktan kısa süre sonra ciddi bir indirime girdi ve taksit sayısı arttırıldı. Keşke o kampanyaya denk gelseydik.,keşke o kampanyaya denk gelseydik,fiyat,notr
Fena değil,fena değil,genel,pozitif
Çok kısa sürede geldi. Garantisi de onaylı. Ancak cihaz sarjdayken kasada elinizi gezdirdiginizde karıncalanma şeklinde elektrik kaçağı yapıyor.,çok kısa sürede geldi,kargo,notr
Çok kısa sürede geldi. Garantisi de onaylı. Ancak cihaz sarjdayken kasada elinizi gezdirdiginizde karıncalanma şeklinde elektrik kaçağı yapıyor.,cihaz sarjdayken kasada elinizi gezdirdiginizde karıncalanma şeklinde elektrik kaçağı yapıyor,kalite,notr
